カード番号,カード名,カード種類,カードタイプ,色,レベル,コスト,パワー,効果テキスト,ライフバースト,使用タイミング
WX24-P4-019,エルドラ×マークⅣ　FINAL,ルリグ,エルドラ,青,4,-,-,【常】：このルリグはあなたのルリグトラッシュにあるレベル３の＜エルドラ＞と同じカード名としても扱い、そのルリグの【自】能力を得る。【出】エクシード４：カードを２枚引く。【起】《ゲーム１回》リクエスト《青×0》：《リコレクトアイコン》［４枚以上］以下の２つから１つを選ぶ。[1]あなたのライフクロス１枚を手札に加える。そうした場合、あなたの手札からカードを１枚ライフクロスに加える。[2]あなたのライフクロスが０枚の場合、あなたのデッキをシャッフルし一番上のカードをライフクロスに加える。,―,―
WX24-P4-025,黒愛の花嫁　アルフォウ,ルリグ,アルフォウ,黒,4,-,-,【常】：このルリグはあなたのルリグトラッシュにあるレベル３の＜アルフォウ＞と同じカード名としても扱い、そのルリグの【自】能力を得る。【出】エクシード４：あなたか対戦相手のデッキの上からカードを６枚トラッシュに置く。【起】《ゲーム１回》ジェラシー《黒×0》：《リコレクトアイコン》［４枚以上］あなたのトラッシュから【ライフバースト】を持たないすべてのカードをデッキに加えてシャッフルする。ターン終了時まで、対戦相手のすべてのシグニのパワーをこの方法でデッキに加えたカード１枚につき－1000する。,―,―
WX24-P4-021,熾式　一衣,ルリグ,ひとえ,緑,4,-,-,【常】：このルリグはあなたのルリグトラッシュにあるレベル３の＜ひとえ＞と同じカード名としても扱い、そのルリグの【常】能力を得る。【出】エクシード４：【エナチャージ３】をする。その後、あなたのエナゾーンからカードを１枚まで対象とし、それを手札に加える。【起】《ゲーム１回》本当の気持ち《緑×0》：《リコレクトアイコン》［４枚以上］次の対戦相手のターン終了時まで、このルリグは「【常】：あなたがダメージを受ける場合、代わりに《緑》《無》を支払ってもよい。」を得る。,―,―
WX24-P4-023,死界の閻魔　ウリス,ルリグ,ウリス,黒,4,-,-,【常】：このルリグはあなたのルリグトラッシュにあるレベル３の＜ウリス＞と同じカード名としても扱い、そのルリグの【自】能力を得る。【出】エクシード４：あなたのトラッシュから《ガードアイコン》を持たないシグニを２枚まで対象とし、それらを手札に加える。【起】《ゲーム１回》デザイア シグニ１体を場からトラッシュに置く：《リコレクトアイコン》［４枚以上］対戦相手は、手札をすべて捨てるか、自分のエナゾーンにあるすべてのカードをトラッシュに置かないかぎり、自分のすべてのシグニをトラッシュに置く。,―,―
WX24-P4-029,光火矢如,アーツ,-,赤,-,《赤》×１,-,以下の２つから１つを選ぶ。[1]対戦相手のシグニ１体を対象とし、ターン終了時まで、それは「【自】：このシグニがアタックしたとき、《無》《無》《無》《無》を支払わないかぎり、このシグニをバニッシュする。」を得る。[2]対戦相手の白か青のシグニ１体を対象とし、それをバニッシュする。,―,アタックフェイズ
WX24-P4-034,カース・ストリング,アーツ,-,黒,-,《黒》×０,-,あなたのデッキの上からカードを５枚トラッシュに置く。その後、この方法でトラッシュに置かれたカードの中からシグニを２枚まで対象とし、それらを手札に加える。この方法で手札に加えたカード１枚が黒で、もう１枚が白か赤か青か緑の場合、対戦相手のデッキの上からカードを８枚トラッシュに置く。,―,メインフェイズ
WX24-P4-031,バツ・ウォーター,アーツ,-,青,-,《青》×１ 《無》×１,-,以下の２つから１つを選ぶ。[1]対戦相手のルリグかシグニ１体を対象とし、それをダウンする。[2]対戦相手の赤か緑のシグニ１体を対象とし、それをデッキの一番下に置く。,―,アタックフェイズ
WX24-P4-026,クロス・ソード,アーツ,-,白,-,《白》×０,-,あなたのデッキの上からカードを５枚見る。その中からシグニを２枚まで公開し手札に加え、残りを好きな順番でデッキの一番下に置く。この方法で手札に加えたカード１枚が白で、もう１枚が赤か青か緑か黒の場合、次の対戦相手のターン終了時まで、あなたのセンタールリグは「【常】：あなたが【ガード】する際、《ガードアイコン》を持つカードを１枚捨てる代わりに手札を１枚捨ててもよい。」を得る。,―,メインフェイズ
WX24-P4-027,クリスタル・シールド,アーツ,-,白,-,《白》×１ 《無》×１,-,以下の２つから１つを選ぶ。[1]対戦相手のルリグかシグニ１体を対象とし、ターン終了時まで、それは「【常】：アタックできない。」を得る。[2]対戦相手の赤か黒のシグニ１体を対象とし、それをトラッシュに置く。,―,アタックフェイズ
WX24-P4-024,フォース/メイデン　イオナ,ルリグ,イオナ,黒,4,-,-,【常】：このルリグはあなたのルリグトラッシュにあるレベル３の＜イオナ＞と同じカード名としても扱い、そのルリグの【自】能力を得る。【出】エクシード４：あなたのトラッシュからカード１枚を対象とし、それを手札に加える。【起】《ゲーム１回》クレイヴ《黒×0》：《リコレクトアイコン》［４枚以上］対戦相手のシグニゾーン１つを指定する。このターン、そのシグニゾーンにあるシグニのパワーを－3000する。次のターンの間、対戦相手はそのシグニゾーンにシグニを新たに配置できない。,―,―
WX24-P4-028,火剛杖,アーツ,-,赤,-,《赤》×０,-,手札を２枚捨て、カードを４枚引く。その後、この方法で捨てたカード１枚が赤で、もう１枚が白か青か緑か黒の場合、対戦相手のパワー10000以下のシグニ１体を対象とし、それをバニッシュする。,―,メインフェイズ
WX24-P4-045,大罠　カードマジック,シグニ,奏武：トリック,赤,3,-,12000,【自】：このシグニがアタックしたとき、対戦相手のシグニ１体を対象とし、《赤》《無》を支払ってもよい。そうした場合、それをライフクロスに加える。この方法でカードをライフクロスに加えた場合、ターン終了時まで、このシグニは【ダブルクラッシュ】を得る。（アタックによるダメージでライフクロスを２枚クラッシュする）,ライフバースト：どちらか１つを選ぶ。[1]対戦相手のアップ状態のシグニ１体を対象とし、それをバニッシュする。[2]カードを１枚引く。,―
